Institution,establishment_date,source,,order,type,name,countryCode,region,sector,id,country
Universidade Federal de Alfenas,,,,4128,application/json,Universidade Federal de Alfenas,bra,SAM,academic,702453,Brazil
National Hellenic Research Foundation,,,,4129,application/json,National Hellenic Research Foundation,grc,EUR,government,316036,Greece
Fondazione Eni Enrico Mattei,,,,4130,application/json,Fondazione Eni Enrico Mattei,ita,EUR,other,321094,Italy
Acharya Nagarjuna University,,,,4131,application/json,Acharya Nagarjuna University,ind,APAC,academic,207083,India
University of Birjand,,,,4132,application/json,University of Birjand,irn,MEA,academic,704901,Iran
Sun Moon University,,,,4133,application/json,Sun Moon University,kor,APAC,academic,209069,South Korea
Indian Institute of Science Education and Research Mohali,,,,4134,application/json,Indian Institute of Science Education and Research Mohali,ind,APAC,academic,706805,India
Royal Bournemouth Hospital,,,,4135,application/json,Royal Bournemouth Hospital,gbr,EUR,medical,315186,United Kingdom
"Franklin and Marshall College, Lancaster",,,,4136,application/json,"Franklin and Marshall College, Lancaster",usa,NAM,academic,508498,United States
Dalian Jiaotong University,,,,4137,application/json,Dalian Jiaotong University,chn,APAC,academic,203050,China
IDEX Bordeaux,,,,4138,application/json,IDEX Bordeaux,fra,EUR,academic,314041,France
Royal Observatory of Belgium,,,,4139,application/json,Royal Observatory of Belgium,bel,EUR,government,303034,Belgium
Dalian Fisheries University,,,,4140,application/json,Dalian Fisheries University,chn,APAC,academic,704010,China
Korea Electric Power,,,,4141,application/json,Korea Electric Power,kor,APAC,corporate,209096,South Korea
Institute for Problems of Materials Science National Academy of Sciences in Ukraine,,,,4142,application/json,Institute for Problems of Materials Science National Academy of Sciences in Ukraine,ukr,EUR,academic,703844,Ukraine
Bryn Mawr College,,,,4143,application/json,Bryn Mawr College,usa,NAM,academic,508426,United States
Institute for Scientific Interchange Foundation,,,,4144,application/json,Institute for Scientific Interchange Foundation,ita,EUR,government,321100,Italy
Shandong Academy of Sciences,,,,4145,application/json,Shandong Academy of Sciences,chn,APAC,academic,704722,China
Schulthess Klinik - Schulthess Clinic,,,,4146,application/json,Schulthess Klinik - Schulthess Clinic,che,EUR,medical,306029,Switzerland
"Univerza v Mariboru Fakultete za Elektrotehniko, racunalnistvo in Informatiko",,,,4147,application/json,"Univerza v Mariboru Fakultete za Elektrotehniko, racunalnistvo in Informatiko",svn,EUR,academic,700521,Slovenia
MediaTek,,,,4148,application/json,MediaTek,twn,APAC,corporate,704160,Taiwan
Zahedan University of Medical Sciences,,,,4149,application/json,Zahedan University of Medical Sciences,irn,MEA,academic,704879,Iran
CSEM SA,,,,4150,application/json,CSEM SA,che,EUR,corporate,306021,Switzerland
Centre de Recherche Paul Pascal,,,,4151,application/json,Centre de Recherche Paul Pascal,fra,EUR,government,314115,France
NASA Stennis Space Center,,,,4152,application/json,NASA Stennis Space Center,usa,NAM,government,705944,United States
Hospital Sirio-Libanes,,,,4153,application/json,Hospital Sirio-Libanes,bra,SAM,medical,702496,Brazil
CAS - Institute of Optics and Electronics,,,,4154,application/json,CAS - Institute of Optics and Electronics,chn,APAC,academic,203283,China
Universidad Adolfo Ibanez,,,,4155,application/json,Universidad Adolfo Ibanez,chl,SAM,academic,702749,Chile
Shenyang Jianzhu University,,,,4156,application/json,Shenyang Jianzhu University,chn,APAC,academic,203178,China
Bureau of Reclamation,,,,4157,application/json,Bureau of Reclamation,usa,NAM,government,704474,United States
Kaplan Medical Center Israel,,,,4158,application/json,Kaplan Medical Center Israel,isr,MEA,medical,403018,Israel
Instituto Mexicano Del Petroleo,,,,4159,application/json,Instituto Mexicano Del Petroleo,mex,NAM,government,505005,Mexico
Instituto Nacional de Cardiologia Ignacio Chavez,,,,4160,application/json,Instituto Nacional de Cardiologia Ignacio Chavez,mex,NAM,government,505008,Mexico
Mitsubishi Chemical Corporation,,,,4161,application/json,Mitsubishi Chemical Corporation,jpn,APAC,corporate,208262,Japan
Slotervaart Hospital,,,,4162,application/json,Slotervaart Hospital,nld,EUR,medical,325057,Netherlands
New School University,,,,4163,application/json,New School University,usa,NAM,academic,702748,United States
National Kaohsiung Normal University,,,,4164,application/json,National Kaohsiung Normal University,twn,APAC,academic,217086,Taiwan
National Defense Academy of Japan,,,,4165,application/json,National Defense Academy of Japan,jpn,APAC,academic,208100,Japan
Fraunhofer Institute for Intelligent Analysis and Information Systems IAIS,,,,4166,application/json,Fraunhofer Institute for Intelligent Analysis and Information Systems IAIS,deu,EUR,academic,703505,Germany
Mahatma Gandhi University,,,,4167,application/json,Mahatma Gandhi University,ind,APAC,academic,207130,India
Tokyo University of Agriculture,,,,4168,application/json,Tokyo University of Agriculture,jpn,APAC,academic,208160,Japan
National Institute for Medical Research Tanga,,,,4169,application/json,National Institute for Medical Research Tanga,tza,AFR,academic,702170,Tanzania
Bangalore University,,,,4170,application/json,Bangalore University,ind,APAC,academic,207007,India
Mbarara University of Science and Technology,,,,4171,application/json,Mbarara University of Science and Technology,uga,AFR,academic,702149,Uganda
Azienda Ospedaliera Universitaria Senese,,,,4172,application/json,Azienda Ospedaliera Universitaria Senese,ita,EUR,academic,707477,Italy
Institute of Fundamental Technological Research of the Polish Academy of Sciences,,,,4173,application/json,Institute of Fundamental Technological Research of the Polish Academy of Sciences,pol,EUR,academic,703315,Poland
Liverpool Hope University,,,,4174,application/json,Liverpool Hope University,gbr,EUR,academic,702824,United Kingdom
Da-Yeh University,,,,4175,application/json,Da-Yeh University,twn,APAC,academic,217013,Taiwan
Istanbul Medipol University,,,,4176,application/json,Istanbul Medipol University,tur,MEA,academic,705124,Turkey
"High Energy Accelerator Research Organization, Institute of Particle and Nuclear Physics",,,,4177,application/json,"High Energy Accelerator Research Organization, Institute of Particle and Nuclear Physics",jpn,APAC,government,706609,Japan
Instituto Adolfo Lutz,,,,4178,application/json,Instituto Adolfo Lutz,bra,SAM,government,602058,Brazil
University of Nordland,,,,4179,application/json,University of Nordland,nor,EUR,academic,703518,Norway
BAE Systems,,,,4180,application/json,BAE Systems,gbr,EUR,corporate,315122,United Kingdom
National Kyushu Cancer Center,,,,4181,application/json,National Kyushu Cancer Center,jpn,APAC,medical,208278,Japan
Onassis Cardiac Surgery Center,,,,4182,application/json,Onassis Cardiac Surgery Center,grc,EUR,medical,316037,Greece
Shijiazhuang Railway Institute,,,,4183,application/json,Shijiazhuang Railway Institute,chn,APAC,academic,203183,China
Xi'an Institute of Posts and Telecommunications,,,,4184,application/json,Xi'an Institute of Posts and Telecommunications,chn,APAC,academic,203447,China
Seattle Biomedical Research Institute,,,,4185,application/json,Seattle Biomedical Research Institute,usa,NAM,other,508676,United States
Zhejiang University of Finance and Economics,,,,4186,application/json,Zhejiang University of Finance and Economics,chn,APAC,academic,703988,China
Instituto Valenciano de Oncologia,,,,4187,application/json,Instituto Valenciano de Oncologia,esp,EUR,academic,704733,Spain
University of Social Welfare and Rehabilitation Sciences,,,,4188,application/json,University of Social Welfare and Rehabilitation Sciences,irn,MEA,academic,704934,Iran
UGC-DAE Consortium for Scientific Research,,,,4189,application/json,UGC-DAE Consortium for Scientific Research,ind,APAC,government,207162,India
Birmingham Women's Hospital,,,,4190,application/json,Birmingham Women's Hospital,gbr,EUR,medical,701587,United Kingdom
International Centre of Insect Physiology and Ecology Nairobi,,,,4191,application/json,International Centre of Insect Physiology and Ecology Nairobi,ken,AFR,other,107004,Kenya
Huaiyin Institute of Technology,,,,4192,application/json,Huaiyin Institute of Technology,chn,APAC,academic,704908,China
Czech National Institute of Public Health,,,,4193,application/json,Czech National Institute of Public Health,cze,EUR,government,308020,Czech Republic
Yerevan State University,,,,4194,application/json,Yerevan State University,arm,MEA,academic,402001,Armenia
Istituto Nazionale di Ottica Applicata,,,,4195,application/json,Istituto Nazionale di Ottica Applicata,ita,EUR,government,321114,Italy
Texas Woman's University,,,,4196,application/json,Texas Woman's University,usa,NAM,academic,508715,United States
Japan Meteorological Agency,,,,4197,application/json,Japan Meteorological Agency,jpn,APAC,government,707473,Japan
Hopital Pasteur,,,,4198,application/json,Hopital Pasteur,fra,EUR,medical,314222,France
International Institute of Molecular and Cell Biology,,,,4199,application/json,International Institute of Molecular and Cell Biology,pol,EUR,government,327053,Poland
Samara State Technical University,,,,4200,application/json,Samara State Technical University,rus,EUR,academic,705488,Russian Federation
Kochi University of Technology,,,,4201,application/json,Kochi University of Technology,jpn,APAC,academic,208071,Japan
Staatlichen Naturwissenschaftlichen Sammlungen Bayerns,,,,4202,application/json,Staatlichen Naturwissenschaftlichen Sammlungen Bayerns,deu,EUR,academic,704774,Germany
University of Abomey-Calavi,,,,4203,application/json,University of Abomey-Calavi,ben,AFR,academic,700460,Benin
Laser Zentrum Hannover E.V.,,,,4204,application/json,Laser Zentrum Hannover E.V.,deu,EUR,corporate,309165,Germany
Instituto Nacional de Neurologia y Neurocirugia,,,,4205,application/json,Instituto Nacional de Neurologia y Neurocirugia,mex,NAM,government,505040,Mexico
Institut de Recherches Servier,,,,4206,application/json,Institut de Recherches Servier,fra,EUR,corporate,314261,France
Sheffield Children's Hospital,,,,4207,application/json,Sheffield Children's Hospital,gbr,EUR,medical,315203,United Kingdom
Northern Ontario School of Medicine,,,,4208,application/json,Northern Ontario School of Medicine,can,NAM,medical,708268,Canada
Toyo University,,,,4209,application/json,Toyo University,jpn,APAC,academic,208170,Japan
Zhejiang Provincial People's Hospital,,,,4210,application/json,Zhejiang Provincial People's Hospital,chn,APAC,medical,704523,China
Kuvempu University,,,,4211,application/json,Kuvempu University,ind,APAC,academic,207124,India
Pontificia Universidade Catolica de Minas Gerais,,,,4212,application/json,Pontificia Universidade Catolica de Minas Gerais,bra,SAM,academic,602070,Brazil
Universidade Catolica de Brasilia,,,,4213,application/json,Universidade Catolica de Brasilia,bra,SAM,academic,602071,Brazil
Guangxi University for Nationalities,,,,4214,application/json,Guangxi University for Nationalities,chn,APAC,academic,704848,China
"Federal University of Technology, Akure",,,,4215,application/json,"Federal University of Technology, Akure",nga,AFR,academic,110008,Nigeria
Kurashiki Central Hospital,,,,4216,application/json,Kurashiki Central Hospital,jpn,APAC,medical,208249,Japan
Universidad Nacional de San Juan,,,,4217,application/json,Universidad Nacional de San Juan,arg,SAM,academic,601022,Argentina
Homerton University Hospital,,,,4218,application/json,Homerton University Hospital,gbr,EUR,medical,315151,United Kingdom
POSCO,,,,4219,application/json,POSCO,kor,APAC,corporate,704224,South Korea
"Universite Mohamed Khider, Biskra",,,,4220,application/json,"Universite Mohamed Khider, Biskra",dza,AFR,academic,701528,Algeria
Pakistan Institute of Engineering and Applied Sciences,,,,4221,,,,,,,
Azabu University,,,,4222,,,,,,,
Fundacao Getulio Vargas,,,,4223,,,,,,,
Caritas-Krankenhaus Bad Mergentheim,,,,4224,,,,,,,
Guru Jambeshwar University of Science and Technology,,,,4225,,,,,,,
Infineon Technologies Austria AG,,,,4226,,,,,,,
Centre for the AIDS Programme of Research in South Africa (CAPRISA),,,,4227,,,,,,,
Mubarak City for Scientific Research and Technology Applications,,,,4228,,,,,,,
Gakushuin University,,,,4230,,,,,,,
Instituto Nacional de Matematica Pura E Aplicada,,,,4231,,,,,,,
Institut National des Sciences Appliquees et de Technologie,,,,4232,,,,,,,
Ishikawa Prefectural University,,,,4233,,,,,,,
Institut de Biologie Physico-Chimique,,,,4235,,,,,,,
Lovelace Respiratory Research Institute,,,,4236,application/json,Lovelace Respiratory Research Institute,usa,NAM,other,508556,United States
Western Carolina University,,,,4237,application/json,Western Carolina University,usa,NAM,academic,508779,United States
Botswana Ministry of Health & Wellness,,,,4238,application/json,Botswana Ministry of Health & Wellness,bwa,AFR,government,707407,Botswana
Ryukoku University,,,,4239,application/json,Ryukoku University,jpn,APAC,academic,208131,Japan
Qiqihar University,,,,4240,application/json,Qiqihar University,chn,APAC,academic,203413,China
ArcelorMittal,,,,4241,application/json,ArcelorMittal,lux,EUR,corporate,704400,Luxembourg
University of Miskolc,,,,4242,application/json,University of Miskolc,hun,EUR,academic,318013,Hungary
Leicester General Hospital,,,,4243,application/json,Leicester General Hospital,gbr,EUR,medical,701619,United Kingdom
L.N. Gumilyov Eurasian National University,,,,4244,application/json,L.N. Gumilyov Eurasian National University,kaz,APAC,academic,702065,Kazakhstan
Acibadem Universitesi,,,,4245,application/json,Acibadem Universitesi,tur,MEA,academic,705788,Turkey
Suez University,,,,4246,application/json,Suez University,egy,AFR,academic,706323,Egypt
"Leibniz Institute for Agricultural Engineering (ATB), Potsdam",,,,4247,application/json,"Leibniz Institute for Agricultural Engineering (ATB), Potsdam",deu,EUR,academic,703371,Germany
Osaka Rosai Hospital,,,,4248,application/json,Osaka Rosai Hospital,jpn,APAC,medical,704531,Japan
Clalit Health Services,,,,4249,application/json,Clalit Health Services,isr,MEA,medical,701089,Israel
Okayama University of Science,,,,4250,application/json,Okayama University of Science,jpn,APAC,academic,208120,Japan
Suffolk University,,,,4251,application/json,Suffolk University,usa,NAM,academic,508704,United States
"Institut de Physique des Materiaux, Bucarest-Magurele",,,,4252,application/json,"Institut de Physique des Materiaux, Bucarest-Magurele",rou,EUR,government,329014,Romania
Technical University in Zvolen,,,,4253,application/json,Technical University in Zvolen,svk,EUR,academic,701309,Slovakia
Western Infirmary,,,,4254,application/json,Western Infirmary,gbr,EUR,medical,701603,United Kingdom
Koninklijke Militaire School - Ecole Royale Militaire,,,,4255,application/json,Koninklijke Militaire School - Ecole Royale Militaire,bel,EUR,academic,303028,Belgium
Clinical Center of Serbia,,,,4256,application/json,Clinical Center of Serbia,srb,EUR,medical,330005,Serbia
Stroger Hospital of Cook County,,,,4257,application/json,Stroger Hospital of Cook County,usa,NAM,medical,508703,United States
Mental Health Research Institute of Victoria,,,,4258,application/json,Mental Health Research Institute of Victoria,aus,APAC,government,201058,Australia
Institute of Nuclear Energy Research Taiwan,,,,4259,application/json,Institute of Nuclear Energy Research Taiwan,twn,APAC,government,217074,Taiwan
Institute of Biophysics of the Academy of Sciences of the Czech Republic,,,,4260,application/json,Institute of Biophysics of the Academy of Sciences of the Czech Republic,cze,EUR,academic,701283,Czech Republic
Eastern Kentucky University,,,,4261,application/json,Eastern Kentucky University,usa,NAM,academic,508483,United States
Instituto Nacional de Cancerologia,,,,4262,application/json,Instituto Nacional de Cancerologia,mex,NAM,government,505036,Mexico
Royal Museum for Central Africa,,,,4263,application/json,Royal Museum for Central Africa,bel,EUR,government,303033,Belgium
Chaoyang University of Technology,,,,4264,application/json,Chaoyang University of Technology,twn,APAC,academic,217003,Taiwan
Hospital Infantil Universitario Nino Jesus de Madrid,,,,4265,application/json,Hospital Infantil Universitario Nino Jesus de Madrid,esp,EUR,medical,312091,Spain
Gansu Agricultural University,,,,4266,application/json,Gansu Agricultural University,chn,APAC,academic,203345,China
Slovak University of Agriculture in Nitra,,,,4267,application/json,Slovak University of Agriculture in Nitra,svk,EUR,academic,334006,Slovakia
Universite de Toulouse II - Le Mirail,,,,4268,application/json,Universite de Toulouse II - Le Mirail,fra,EUR,academic,702995,France
Universite d'Oran,,,,4269,,,,,,,
Klinikum Stuttgart,,,,4270,,,,,,,
Universidad Tecnologica Nacional,,,,4271,,,,,,,
Universidade Catolica de Pelotas,,,,4273,,,,,,,
Huaihai Institute of Technology,,,,4274,,,,,,,
Royan Institute,,,,4275,,,,,,,
The Bucharest University of Economic Studies,,,,4276,,,,,,,
Ministry of Forests and Range,,,,4277,,,,,,,
"Leibniz Institute for Plasma Science and Technology (INP), Greifswald",,,,4278,,,,,,,
Sher-I-Kashmir Institute of Medical Sciences,,,,4279,,,,,,,
Universidade de Fortaleza,,,,4280,,,,,,,
Shenyang Institute of Chemical Technology,,,,4281,,,,,,,
Louisiana State University in Shreveport,,,,4282,application/json,Louisiana State University in Shreveport,usa,NAM,academic,508107,United States
Polytechnic Institute of Set?bal,,,,4283,,,,,,,
Chang Jung Christian University,,,,4284,,,,,,,
Fairview Health Service,,,,4285,application/json,Fairview Health Service,usa,NAM,medical,704574,United States
University of Wisconsin La Crosse,,,,4286,application/json,University of Wisconsin La Crosse,usa,NAM,academic,508754,United States
Royal Ontario Museum,,,,4287,application/json,Royal Ontario Museum,can,NAM,corporate,704350,Canada
Renault,,,,4288,application/json,Renault,fra,EUR,corporate,314290,France
National Institute of Public Health Japan,,,,4289,application/json,National Institute of Public Health Japan,jpn,APAC,government,208277,Japan
University of Wisconsin Eau Claire,,,,4290,application/json,University of Wisconsin Eau Claire,usa,NAM,academic,508753,United States
Universidad Nacional de San Luis,,,,4291,application/json,Universidad Nacional de San Luis,arg,SAM,academic,601010,Argentina
Shandong University of Traditional Chinese Medicine,,,,4292,application/json,Shandong University of Traditional Chinese Medicine,chn,APAC,academic,704654,China
Chengdu University of Information Technology,,,,4293,application/json,Chengdu University of Information Technology,chn,APAC,academic,203313,China
University of Hartford,,,,4294,application/json,University of Hartford,usa,NAM,academic,508743,United States
Colby College,,,,4295,application/json,Colby College,usa,NAM,academic,704141,United States
UNIVERSIDAD DEL BIO-BIO,,,,4296,application/json,UNIVERSIDAD DEL BIO-BIO,chl,SAM,academic,700283,Chile
Society of Petroleum Engineers International,,,,4297,application/json,Society of Petroleum Engineers International,usa,NAM,corporate,508421,United States
Victor Babes National Institute,,,,4298,application/json,Victor Babes National Institute,rou,EUR,academic,704754,Romania
The Shrewsbury and Telford Hospital NHS Trust,,,,4299,application/json,The Shrewsbury and Telford Hospital NHS Trust,gbr,EUR,medical,704607,United Kingdom
Institute of Acoustics Chinese Academy of Sciences,,,,4300,application/json,Institute of Acoustics Chinese Academy of Sciences,chn,APAC,academic,700710,China
Abertay University,,,,4301,application/json,Abertay University,gbr,EUR,academic,315215,United Kingdom
Instituto Nacional de Tecnica Aeroespacial,,,,4302,application/json,Instituto Nacional de Tecnica Aeroespacial,esp,EUR,government,312149,Spain
National Agricultural Research Foundation,,,,4303,application/json,National Agricultural Research Foundation,grc,EUR,government,316035,Greece
King Edward Memorial Hospital for Women,,,,4304,application/json,King Edward Memorial Hospital for Women,aus,APAC,medical,708176,Australia
Institute of Mountain Hazards and Environment Chinese Academy of Sciences,,,,4305,application/json,Institute of Mountain Hazards and Environment Chinese Academy of Sciences,chn,APAC,academic,700716,China
Centenary Institute,,,,4306,application/json,Centenary Institute,aus,APAC,academic,701428,Australia
Actelion Pharmaceuticals Ltd.,,,,4307,application/json,Actelion Pharmaceuticals Ltd.,che,EUR,corporate,704367,Switzerland
Bradford Teaching Hospitals NHS Foundation Trust,,,,4308,application/json,Bradford Teaching Hospitals NHS Foundation Trust,gbr,EUR,medical,701910,United Kingdom
Jianghan University,,,,4309,application/json,Jianghan University,chn,APAC,academic,203373,China
Sang Ji University,,,,4310,application/json,Sang Ji University,kor,APAC,academic,209121,South Korea
Queen Silvia Children's Hospital,,,,4311,application/json,Queen Silvia Children's Hospital,swe,EUR,medical,332028,Sweden
Moscow Power Engineering Institute,,,,4312,application/json,Moscow Power Engineering Institute,rus,EUR,academic,331041,Russian Federation
Bangladesh Agricultural University,,,,4313,application/json,Bangladesh Agricultural University,bgd,APAC,academic,202003,Bangladesh
Akita Prefectural University,,,,4314,application/json,Akita Prefectural University,jpn,APAC,academic,208005,Japan
Mount Allison University,,,,4315,application/json,Mount Allison University,can,NAM,academic,501097,Canada
Sardar Patel University,,,,4316,application/json,Sardar Patel University,ind,APAC,academic,207152,India
Liaoning Technical University,,,,4317,application/json,Liaoning Technical University,chn,APAC,academic,203120,China
National Defence University Malaysia,,,,4318,application/json,National Defence University Malaysia,mys,APAC,academic,703770,Malaysia
CAS - Institute of Systems Science Beijing,,,,4319,application/json,CAS - Institute of Systems Science Beijing,chn,APAC,academic,203289,China
North Shore Hospital,,,,4320,application/json,North Shore Hospital,nzl,APAC,medical,704508,New Zealand
Centro de Investigaciones Biologicas Del Noroeste,,,,4321,application/json,Centro de Investigaciones Biologicas Del Noroeste,mex,NAM,government,505026,Mexico
Assam University,,,,4322,application/json,Assam University,ind,APAC,academic,704856,India
Vassar College,,,,4323,application/json,Vassar College,usa,NAM,academic,508766,United States
Universidad de Antofagasta,,,,4324,application/json,Universidad de Antofagasta,chl,SAM,academic,603012,Chile
Centre de Developpement des Energies Renouvelables,,,,4325,application/json,Centre de Developpement des Energies Renouvelables,dza,AFR,academic,701543,Algeria
Washington State University Misc. Non Branch Campus,,,,4326,application/json,Washington State University Misc. Non Branch Campus,usa,NAM,academic,701282,United States
University Hospital of Mont-Godinne,,,,4327,application/json,University Hospital of Mont-Godinne,bel,EUR,medical,303036,Belgium
Telecom & Management SudParis,,,,4328,application/json,Telecom & Management SudParis,fra,EUR,academic,706360,France
Persian Gulf University,,,,4329,application/json,Persian Gulf University,irn,MEA,academic,704874,Iran
Universidade Federal do Estado do Rio de Janeiro,,,,4330,application/json,Universidade Federal do Estado do Rio de Janeiro,bra,SAM,academic,702451,Brazil
Jilin Normal University,,,,4331,application/json,Jilin Normal University,chn,APAC,academic,203380,China
Loyola College India,,,,4332,application/json,Loyola College India,ind,APAC,academic,207127,India
Hospital General de Mexico,,,,4333,application/json,Hospital General de Mexico,mex,NAM,medical,505032,Mexico
Universidade Estadual da Paraiba,,,,4334,application/json,Universidade Estadual da Paraiba,bra,SAM,academic,702455,Brazil
Scion,,,,4335,application/json,Scion,nzl,APAC,government,212019,New Zealand
Uganda Virus Research Institute,,,,4336,application/json,Uganda Virus Research Institute,uga,AFR,academic,702148,Uganda
IPBS Institut de Pharmacologie et de Biologie Structurale,,,,4337,application/json,IPBS Institut de Pharmacologie et de Biologie Structurale,fra,EUR,government,314272,France
"University of Veterinary and Animal Sciences, Lahore, Pakistan",,,,4338,application/json,"University of Veterinary and Animal Sciences, Lahore, Pakistan",pak,APAC,academic,703218,Pakistan
Yarmouk University,,,,4339,application/json,Yarmouk University,jor,MEA,academic,405007,Jordan
Gifu Pharmaceutical University,,,,4340,application/json,Gifu Pharmaceutical University,jpn,APAC,academic,208023,Japan
Fraunhofer Institute for Laser Technology ILT,,,,4341,application/json,Fraunhofer Institute for Laser Technology ILT,deu,EUR,academic,703503,Germany
Novozymes AS,,,,4342,application/json,Novozymes AS,dnk,EUR,corporate,700203,Denmark
Universiti Kuala Lumpur,,,,4343,application/json,Universiti Kuala Lumpur,mys,APAC,academic,703774,Malaysia
Konan University,,,,4344,application/json,Konan University,jpn,APAC,academic,208073,Japan
Mentor Graphics Corporation,,,,4345,application/json,Mentor Graphics Corporation,usa,NAM,corporate,508571,United States
Glyndwr University,,,,4346,application/json,Glyndwr University,gbr,EUR,academic,703161,United Kingdom
Israel Oceanographic & Limnological Research Ltd.,,,,4347,application/json,Israel Oceanographic & Limnological Research Ltd.,isr,MEA,corporate,403017,Israel
Institute of Molecular Physics of the Polish Academy of Sciences,,,,4348,application/json,Institute of Molecular Physics of the Polish Academy of Sciences,pol,EUR,academic,703314,Poland
Computer Technology Institute Patra,,,,4349,application/json,Computer Technology Institute Patra,grc,EUR,government,316021,Greece
Veterinary and Agrochemical Research Centre,,,,4350,application/json,Veterinary and Agrochemical Research Centre,bel,EUR,government,303038,Belgium
University of Calicut,,,,4351,application/json,University of Calicut,ind,APAC,academic,207164,India
Nanjing University of Finance & Economics,,,,4352,application/json,Nanjing University of Finance & Economics,chn,APAC,academic,703987,China
International Union Against Tuberculosis and Lung Disease,,,,4353,application/json,International Union Against Tuberculosis and Lung Disease,fra,EUR,other,704680,France
Goa University,,,,4354,application/json,Goa University,ind,APAC,academic,704827,India
University of Jijel,,,,4355,application/json,University of Jijel,dza,AFR,academic,701530,Algeria
Heart Research Institute,,,,4356,application/json,Heart Research Institute,aus,APAC,academic,701432,Australia
University of Lapland,,,,4357,application/json,University of Lapland,fin,EUR,academic,700756,Finland
Repatriation General Hospital,,,,4358,application/json,Repatriation General Hospital,aus,APAC,medical,708175,Australia
Fundacion Hospital Alcorcon,,,,4359,application/json,Fundacion Hospital Alcorcon,esp,EUR,medical,312071,Spain
RAS - Institute of Solid State Physics,,,,4360,application/json,RAS - Institute of Solid State Physics,rus,EUR,academic,331069,Russian Federation
Fraunhofer Institute for Mechanics of Materials IWM,,,,4361,application/json,Fraunhofer Institute for Mechanics of Materials IWM,deu,EUR,academic,703478,Germany
Kazusa DNA Research Institute,,,,4362,application/json,Kazusa DNA Research Institute,jpn,APAC,government,208241,Japan
Rashtrasant Tukadoji Maharaj Nagpur University,,,,4363,application/json,Rashtrasant Tukadoji Maharaj Nagpur University,ind,APAC,academic,207148,India
Institute of Physics National Academy of Sciences in Ukraine,,,,4364,application/json,Institute of Physics National Academy of Sciences in Ukraine,ukr,EUR,academic,703839,Ukraine
Universite Saad Dahlab de Blida,,,,4365,application/json,Universite Saad Dahlab de Blida,dza,AFR,academic,701526,Algeria
Gold Coast University Hospital,,,,4366,application/json,Gold Coast University Hospital,aus,APAC,medical,703389,Australia
Clark Atlanta University,,,,4367,application/json,Clark Atlanta University,usa,NAM,academic,508463,United States
ESRIN - ESA Centre for Earth Observation,,,,4368,application/json,ESRIN - ESA Centre for Earth Observation,ita,EUR,government,321090,Italy
University of Applied Sciences Northwestern Switzerland,,,,4369,application/json,University of Applied Sciences Northwestern Switzerland,che,EUR,academic,705009,Switzerland
Astellas Pharma Inc.,,,,4370,application/json,Astellas Pharma Inc.,jpn,APAC,corporate,208197,Japan
Danish Meteorological Institute,,,,4371,application/json,Danish Meteorological Institute,dnk,EUR,government,310012,Denmark
RAS - Engelhardt Institute of Molecular Biology,,,,4372,application/json,RAS - Engelhardt Institute of Molecular Biology,rus,EUR,academic,331049,Russian Federation
Jahangirnagar University,,,,4373,application/json,Jahangirnagar University,bgd,APAC,academic,202005,Bangladesh
Institut de Recherche pour le Developpement Noumea,,,,4374,application/json,Institut de Recherche pour le Developpement Noumea,ncl,APAC,government,220001,New Caledonia
Quinnipiac University,,,,4375,application/json,Quinnipiac University,usa,NAM,academic,704991,United States
Indian Institute of Technology Mandi,,,,4376,application/json,Indian Institute of Technology Mandi,ind,APAC,government,703412,India
Royal Preston Hospital,,,,4377,application/json,Royal Preston Hospital,gbr,EUR,medical,315197,United Kingdom
Madigan Army Medical Center,,,,4378,application/json,Madigan Army Medical Center,usa,NAM,medical,508562,United States
Indiana University of Pennsylvania,,,,4379,application/json,Indiana University of Pennsylvania,usa,NAM,academic,508529,United States
Korea Institute of Ceramic Engineering And Technology,,,,4380,application/json,Korea Institute of Ceramic Engineering And Technology,kor,APAC,academic,704724,South Korea
Barts and The London NHS Trust,,,,4381,application/json,Barts and The London NHS Trust,gbr,EUR,medical,701570,United Kingdom
Taishan Medical College,,,,4382,application/json,Taishan Medical College,chn,APAC,academic,203200,China
CAS - Anhui Institute of Optics and Fine Mechanics,,,,4383,application/json,CAS - Anhui Institute of Optics and Fine Mechanics,chn,APAC,academic,203265,China
RAS - USSR Cardiology Research Center,,,,4384,application/json,RAS - USSR Cardiology Research Center,rus,EUR,academic,331095,Russian Federation
Dongguan University of Technology,,,,4385,application/json,Dongguan University of Technology,chn,APAC,academic,704005,China
Cancer Treatment Centers of America,,,,4386,application/json,Cancer Treatment Centers of America,usa,NAM,medical,704562,United States
Centro de Investigacion en Alimentacion y Desarrollo,,,,4387,application/json,Centro de Investigacion en Alimentacion y Desarrollo,mex,NAM,government,505025,Mexico
Instituto Geologico y Minero de Espana,,,,4388,application/json,Instituto Geologico y Minero de Espana,esp,EUR,government,312148,Spain
Bogomoletz Institute of Physiology,,,,4389,application/json,Bogomoletz Institute of Physiology,ukr,EUR,academic,703846,Ukraine
National Institute of Biomedical Innovation,,,,4390,application/json,National Institute of Biomedical Innovation,jpn,APAC,government,208274,Japan
Naval Aeronautical Engineering Academy Yantai,,,,4391,application/json,Naval Aeronautical Engineering Academy Yantai,chn,APAC,academic,203404,China
Binzhou Medical College,,,,4392,application/json,Binzhou Medical College,chn,APAC,academic,706543,China
